symbol,date
IRB.NS,2023-03-31
SDMHF,2022-12-31
5933.T,2023-03-31
601727.SS,2022-12-31
PH,2023-06-30
3682.T,2023-03-31
TRI.L,2023-03-31
FUSE.V,2022-12-31
605033.SS,2022-12-31
AGI.TO,2022-12-31
AJX,2022-12-31
ALVU.PA,2022-09-30
BANE.ME,2021-12-31
CRWN.TO,2022-12-31
SIGI,2022-12-31
BLXX,2020-03-31
ACSAY,2022-12-31
PGC.V,2022-12-31
NLCINDIA.NS,2023-03-31
AYAL.TA,2022-12-31
AURA.L,2023-06-30
THCT,2022-07-31
NDP,2022-11-30
CWEN-A,2022-12-31
MGH.AX,2022-06-30
300333.SZ,2022-12-31
0F6L.L,2022-12-31
0QNN.L,2023-03-31
AAPJ,1998-12-31
688395.SS,2022-12-31
600477.SS,2022-12-31
ORBT,2016-12-31
REG,2022-12-31
3395.T,2023-03-31
BP.SW,2022-12-31
HDFA.JK,2022-12-31
MOOD.CN,2023-06-30
8057.HK,2023-03-31
3701.TW,2022-12-31
603136.SS,2022-12-31
CPYYY,2022-12-31
STSFF,2022-12-31
030200.KS,2022-12-31
052690.KS,2022-12-31
6175.TWO,2022-12-31
0R43.L,2022-12-31
DTPKF,2022-12-31
LVHK.ME,2022-12-31
RAL.PA,2022-12-31
MTPS.JK,2022-12-31
DSDVF,2022-12-31
