symbol,date
MLEC,2023-03-31
BIP-UN.TO,2023-06-30
1320.SR,2023-06-30
FDUS,2023-06-30
IMCC,2023-06-30
CRON.TO,2023-06-30
ARTO.JK,2023-06-30
SPKKY,2023-06-30
WSBN.L,2022-12-31
HHLA,2023-06-30
1150.SR,2023-06-30
DSWL,2023-03-31
MLZAM.PA,2022-12-31
NNOX,2023-06-30
SLF,2023-06-30
PAA,2023-06-30
VTR,2023-06-30
F,2023-06-30
MARK.QA,2023-06-30
NEON,2023-06-30
JIN.OL,2023-03-31
BSSR.JK,2023-06-30
AUTO.JK,2023-06-30
ITJTY,2023-06-30
CPLP,2023-06-30
KCHOL.IS,2023-06-30
TWNK,2023-06-30
MCHP,2023-06-30
CABGY,2022-12-31
HNNMY,2023-05-31
8030.SR,2023-06-30
BRES.QA,2023-06-30
MGIC,2023-06-30
GLBS,2023-06-30
NMRK,2023-06-30
WELL.TO,2023-06-30
RAKE.ST,2023-06-30
DSX,2023-02-28
ESEA,2023-06-30
UIE.CO,2023-06-30
MYSZ,2023-06-30
HPE,2023-10-31
CBOT.PA,2022-12-31
HA,2023-06-30
BNRG,2022-12-31
GNS,2022-12-31
FREY,2023-06-30
ASKH,2019-09-30
HLTOY,2022-12-31
PSHG,2022-12-31
TRIG.L,2022-12-31
VEIL.L,2022-12-31
LTMAY,2023-06-30
ALV,2023-06-30
SHECY,2023-03-31
SHLLF,2023-06-30
SVNLY,2023-06-30
HNHPF,2023-06-30
MAZAYA.KW,2023-03-31
CBQK.QA,2023-03-31
MCY.AX,2023-06-30
AUDC,2023-06-30
BPIRY,2023-06-30
PSPW,2017-12-31
SSU,2022-09-30
CSIQ,2023-06-30
SNMRY,2023-06-30
HXGBY,2023-06-30
STKH,2022-12-31
TROO,2022-12-31
SKFRY,2023-06-30
CHKP,2023-06-30
CCAP.DE,2021-12-31
IRAO.ME,2021-09-30
001313.SZ,2023-03-31
BLI,2023-03-31
8226.HK,2022-12-31
NREF,2023-09-30
CAP.SW,2022-12-31
FLRY3.SA,2023-06-30
PPP.V,2023-03-31
TLEVISACPO.MX,2023-03-31
INTELLECT.NS,2023-09-30
ELTEL.ST,2023-09-30
2485.TW,2023-09-30
0JVQ.L,2023-11-03
0143.HK,2019-12-31
KHNZ.DE,2023-09-30
TGOSY,2023-09-30
1126.HK,2022-12-31
PIPP-UN,2022-06-30
BOSSY,2023-06-30
3189.TW,2023-09-30
BLKB.SW,2022-12-31
TBIO,2023-09-30
BYS.SW,2022-12-31
ARCXF,2022-12-31
SYM,2023-09-30
4437.T,2023-06-30
0848.HK,2022-12-31
CCHWF,2023-09-30
WCN.AX,2023-06-30
WINV.L,2023-03-31
CFOK,2022-12-31
600156.SS,2023-09-30
STSSW,2023-09-30
GENUSPAPER.NS,2023-06-30
CFRUY,2023-03-31
6139.TW,2023-09-30
9932.T,2023-06-30
8317.HK,2023-06-30
SLARL.TA,2023-06-30
0012.HK,2022-12-31
JRVR,2023-09-30
605589.SS,2023-09-30
NRAIL.NS,2023-09-30
PGOO.L,2023-02-28
005830.KS,2023-03-31
1521.HK,2022-12-31
ESM.TO,2023-09-30
KETA.CN,2023-07-31
002426.SZ,2023-09-30
OHAAW,2023-09-30
300177.SZ,2023-03-31
ONFO,2023-09-30
LOGP.L,2022-12-31
1803.HK,2022-12-31
NOMNF,2023-03-31
SGQ.AX,2023-06-30
002320.SZ,2023-09-30
TU,2023-09-30
AIRTP,2023-09-30
EBK.DE,2023-09-30
ABEV3.SA,2023-09-30
GOS.DE,2023-09-30
LINDEINDIA.NS,2023-06-30
002070.KS,2023-09-30
TX3A.F,2023-06-30
CBZ,2023-09-30
000936.SZ,2023-09-30
MYOR.JK,2023-09-30
GOB.DE,2022-12-31
KYCCF,2023-03-31
6641.TW,2023-09-30
PRRSF,2023-02-28
